23,4.0
47,4.42553191489
21,3.7619047619
6,4.16666666667
19,3.42105263158
4,4.5
10,3.1
13,3.46153846154
4,5.75
79,3.84810126582
4,3.25
5,3.8
6,3.33333333333
12,3.91666666667
7,3.57142857143
2,2.5
5,3.6
13,3.84615384615
13,3.69230769231
7,4.14285714286
6,3.83333333333
26,3.5
6,3.5
39,3.66666666667
5,3.6
18,4.22222222222
17,4.29411764706
13,3.61538461538
17,4.05882352941
10,3.2
4,6.0
12,4.08333333333
22,4.40909090909
18,3.38888888889
4,6.5
49,3.59183673469
8,3.375
27,3.66666666667
8,4.625
30,4.56666666667
12,3.75
6,4.0
8,4.25
5,3.6
8,3.75
5,3.8
14,4.85714285714
8,3.125
24,3.79166666667
18,3.5
15,3.8
30,5.26666666667
7,4.57142857143
12,5.5
8,5.75
17,4.35294117647
12,4.25
35,4.0
8,4.75
22,4.68181818182
22,3.77272727273
22,4.5
11,3.27272727273
7,3.28571428571
13,4.0
22,3.31818181818
18,4.72222222222
8,4.875
7,4.42857142857
5,3.8
14,4.35714285714
11,4.54545454545
8,3.375
2,8.5
35,3.74285714286
17,4.05882352941
18,4.44444444444
4,6.25
7,6.42857142857
14,3.5
43,3.86046511628
6,4.5
5,6.2
9,4.88888888889
17,4.29411764706
7,4.14285714286
4,3.5
18,4.0
10,4.5
14,4.42857142857
9,3.33333333333
15,3.26666666667
16,3.8125
18,4.27777777778
41,4.21951219512
10,3.0
9,3.55555555556
14,4.21428571429
5,3.4
28,3.75
7,4.71428571429
20,3.7
29,3.75862068966
21,3.7619047619
15,4.06666666667
26,4.5
31,4.77419354839
37,5.37837837838
5,5.6
7,4.71428571429
25,4.52
5,5.6
23,4.4347826087
33,4.21212121212
20,4.0
27,4.0
28,4.42857142857
32,4.875
21,4.7619047619
4,6.5
45,4.26666666667
47,4.10638297872
36,4.38888888889
27,4.74074074074
14,6.14285714286
11,4.36363636364
50,4.72
92,4.51086956522
38,4.76315789474
7,6.0
8,4.375
39,4.46153846154
4,5.5
20,4.6
28,5.21428571429
56,4.125
9,3.77777777778
13,4.15384615385
5,4.2
4,4.5
14,4.5
10,4.4
26,3.80769230769
15,3.8
29,4.0
20,4.2
9,4.44444444444
22,4.0
9,3.66666666667
4,3.5
41,4.29268292683
19,4.10526315789
4,6.0
13,5.23076923077
23,5.21739130435
10,5.5
12,5.16666666667
14,4.71428571429
17,3.82352941176
4,6.75
43,4.58139534884
21,5.2380952381
6,3.83333333333
33,4.21212121212
27,4.18518518519
17,4.47058823529
6,3.33333333333
9,4.0
18,4.72222222222
12,4.08333333333
7,3.71428571429
11,3.0
28,3.89285714286
16,3.8125
52,4.17307692308
9,3.77777777778
11,3.81818181818
6,4.0
5,5.0
6,4.83333333333
12,4.33333333333
14,4.14285714286
7,6.28571428571
27,5.0
31,4.0
11,4.09090909091
12,4.5
6,4.66666666667
16,3.5625
5,3.6
30,4.36666666667
22,4.22727272727
18,4.44444444444
5,5.8
14,3.71428571429
7,4.0
3,3.0
4,2.5
8,4.5
9,4.88888888889
10,4.3
20,3.95
7,4.14285714286
14,3.92857142857
7,4.42857142857
2,4.5
7,3.71428571429
10,4.0
13,3.46153846154
17,3.76470588235
12,3.33333333333
16,4.1875
10,5.8
28,4.71428571429
10,3.6
7,4.0
3,6.33333333333
11,4.54545454545
28,3.89285714286
54,4.92592592593
32,4.5625
56,4.625
32,4.875
29,4.44827586207
61,4.32786885246
60,4.13333333333
21,4.66666666667
31,4.54838709677
17,4.82352941176
34,4.94117647059
18,5.0
6,5.66666666667
10,4.5
18,4.88888888889
9,4.88888888889
14,5.42857142857
13,5.69230769231
52,4.44230769231
37,4.51351351351
12,4.41666666667
35,3.85714285714
24,4.70833333333
16,5.0625
33,4.42424242424
8,5.375
67,4.37313432836
21,4.47619047619
15,5.46666666667
20,3.75
4,5.5
15,5.93333333333
34,4.70588235294
15,4.93333333333
6,4.66666666667
9,3.88888888889
9,4.33333333333
27,4.55555555556
18,3.94444444444
31,4.51612903226
13,4.38461538462
3,3.33333333333
19,4.26315789474
12,5.16666666667
13,3.61538461538
35,3.74285714286
18,4.22222222222
5,4.0
8,4.0
28,4.25
16,5.1875
6,5.16666666667
10,2.8
14,3.57142857143
42,3.42857142857
21,3.47619047619
16,3.875
13,4.0
22,3.95454545455
22,4.63636363636
13,2.84615384615
19,4.47368421053
19,4.94736842105
51,4.05882352941
13,5.38461538462
8,4.125
18,4.27777777778
25,3.44
15,3.4
30,3.7
22,4.5
10,5.0
8,4.0
45,4.71111111111
54,5.09259259259
94,4.36170212766
8,4.5
30,4.13333333333
39,4.15384615385
22,4.0
28,4.53571428571
16,3.9375
21,4.0
13,3.46153846154
19,3.73684210526
12,4.5
21,3.38095238095
9,3.55555555556
38,4.76315789474
16,4.8125
20,3.8
40,4.025
12,4.16666666667
18,4.11111111111
7,4.0
27,4.0
11,4.63636363636
5,3.8
36,4.55555555556
34,4.94117647059
42,4.11904761905
9,4.88888888889
28,4.35714285714
38,4.36842105263
10,3.8
16,3.6875
30,4.86666666667
32,4.09375
41,4.24390243902
8,6.375
53,4.45283018868
29,4.31034482759
24,4.33333333333
6,3.83333333333
12,4.41666666667
17,4.88235294118
10,3.9
20,3.3
23,3.78260869565
67,4.5671641791
14,4.28571428571
5,3.2
12,3.58333333333
13,4.07692307692
11,3.63636363636
38,4.02631578947
16,4.125
36,4.22222222222
9,5.22222222222
55,4.67272727273
37,4.83783783784
67,4.29850746269
54,4.61111111111
7,4.71428571429
12,4.5
20,4.55
4,4.75
4,5.0
30,4.53333333333
9,3.66666666667
10,5.6
7,3.57142857143
2,4.0
13,3.76923076923
16,3.25
8,3.5
2,5.0
34,4.0
50,4.1
17,4.05882352941
15,3.73333333333
45,4.48888888889
18,3.5
16,4.375
17,4.82352941176
44,4.06818181818
7,5.85714285714
24,4.75
6,5.66666666667
32,4.59375
4,4.25
25,4.6
5,4.0
15,5.33333333333
10,4.0
8,4.75
6,4.83333333333
24,3.875
24,4.70833333333
8,6.5
3,6.33333333333
2,5.5
4,4.5
8,3.875
5,2.6
11,4.18181818182
19,4.42105263158
8,3.375
15,4.46666666667
19,4.47368421053
30,4.66666666667
48,4.97916666667
15,4.4
35,4.0
45,4.31111111111
65,5.0
35,4.8
13,5.46153846154
13,5.46153846154
17,4.58823529412
16,4.6875
34,4.73529411765
36,4.44444444444
11,3.81818181818
41,4.63414634146
20,4.05
17,4.29411764706
14,3.64285714286
11,3.90909090909
14,3.64285714286
27,4.7037037037
19,3.89473684211
20,3.55
64,3.953125
37,4.40540540541
27,4.59259259259
21,4.66666666667
4,3.25
4,3.25
11,3.72727272727
12,3.83333333333
46,4.02173913043
10,3.3
11,4.36363636364
7,6.0
10,3.1
9,4.33333333333
5,3.8
22,3.86363636364
21,4.0
14,4.28571428571
8,3.25
12,3.83333333333
11,3.54545454545
13,3.69230769231
15,4.66666666667
15,4.73333333333
24,4.41666666667
14,4.28571428571
11,4.54545454545
14,5.64285714286
8,3.625
16,3.625
16,4.4375
38,5.0
13,3.84615384615
36,4.16666666667
2,4.0
46,4.0652173913
7,3.14285714286
8,4.375
7,3.42857142857
11,3.27272727273
12,3.33333333333
29,4.55172413793
4,6.0
20,3.4
12,3.16666666667
12,3.25
15,3.53333333333
10,3.2
12,4.25
6,3.33333333333
33,4.81818181818
13,3.92307692308
12,5.41666666667
21,4.38095238095
65,4.87692307692
